№ поезда;Порядковый № вагона;Дата;№ вагона;Тип вагона;Тара;Брутто;Нетто;Скорость
770964;14;14.02.2023 10:55:14;73055816;90;0;27200;0;-2,57
770964;13;14.02.2023 10:55:36;70728225;62;0;24900;0;-2,67
770964;12;14.02.2023 10:55:52;75125336;106;0;26950;0;-2,75
770964;11;14.02.2023 10:56:09;50349851;66;0;26150;0;-2,93
770964;10;14.02.2023 10:56:19;54699392;90;0;26850;0;-3,02
770964;9;14.02.2023 10:56:36;73187981;90;0;26950;0;-3,08
770964;8;14.02.2023 10:56:48;54253711;90;0;26900;0;-3,1
770964;7;14.02.2023 10:57:04;58638057;66;0;26150;0;-3,05
770964;6;14.02.2023 10:57:17;50334515;66;0;25900;0;-3,07
770964;5;14.02.2023 10:57:33;50721208;66;0;26300;0;-3,22
770964;4;14.02.2023 10:57:45;58644709;90;0;25950;0;-3,39
770964;3;14.02.2023 10:57:58;73065401;90;0;26950;0;-3,5
770964;2;14.02.2023 10:58:15;50628346;66;0;24450;0;-3,59
770964;1;14.02.2023 10:58:27;50653872;66;0;24400;0;-3,43
771004;1;14.02.2023 16:39:42;57216368;;26200;26050;0;3,99
771004;2;14.02.2023 16:39:54;50663475;;25100;25650;550;3,97
771004;3;14.02.2023 16:40:02;55947709;;27250;90950;63700;3,53
771004;4;14.02.2023 16:40:15;50163369;;26200;90350;64150;3,34
771004;5;14.02.2023 16:40:27;50067859;;26550;90600;64050;3,14
771004;6;14.02.2023 16:40:39;55054373;;26850;91050;64200;3
771004;7;14.02.2023 16:40:55;51412443;;25900;90300;64400;2,88
771004;8;14.02.2023 16:41:08;51156164;;24800;89100;64300;2,75
771004;9;14.02.2023 16:41:24;75047688;;26400;90850;64450;2,61
771004;10;14.02.2023 16:41:37;51225373;;26800;90800;64000;2,5
771004;11;14.02.2023 16:41:53;51215150;;25000;89200;64200;2,47
771004;12;14.02.2023 16:42:09;51272698;;28150;85500;57350;2,57
771004;13;14.02.2023 16:42:26;57111544;;25200;90650;65450;2,63
771004;14;14.02.2023 16:42:42;73994774;;27350;91850;64500;2,62
771004;15;14.02.2023 16:42:58;58711375;;27550;84850;57300;2,61
771004;16;14.02.2023 16:43:15;50085927;;26050;84000;57950;2,65
771004;17;14.02.2023 16:43:31;55950521;;27100;91600;64500;2,7
771004;18;14.02.2023 16:43:43;50213529;;26800;91650;64850;2,76
771004;19;14.02.2023 16:44:00;57207888;;26500;90450;63950;2,73
771004;20;14.02.2023 16:44:12;75034207;;27200;91900;64700;2,8
771004;21;14.02.2023 16:44:29;73089138;;27050;91450;64400;3,02
771004;22;14.02.2023 16:44:45;51761724;;24550;82050;57500;3,15
771004;23;14.02.2023 16:44:57;73978322;;25250;90100;64850;3,18
771004;24;14.02.2023 16:45:09;50554054;;23900;88800;64900;3,26
771004;25;14.02.2023 16:45:22;50629476;;24500;83600;59100;3,38
771004;26;14.02.2023 16:45:34;57359713;;28100;86950;58850;3,45
771004;27;14.02.2023 16:45:46;51211720;;24950;83300;58350;3,48
771004;28;14.02.2023 16:45:58;51049047;;24050;82600;58550;3,47
771004;29;14.02.2023 16:46:11;73971368;;26300;90900;64600;3,42
771004;30;14.02.2023 16:46:23;50551324;;23450;88050;64600;3,33
771004;31;14.02.2023 16:46:35;73764086;;25950;90250;64300;3,15
771004;32;14.02.2023 16:46:48;51156032;;24250;88000;63750;3,04
771004;33;14.02.2023 16:47:00;73091886;;26000;90100;64100;3,12
771004;34;14.02.2023 16:47:12;50001387;;23800;82000;58200;3,26
771004;35;14.02.2023 16:47:25;51378693;;26150;83800;57650;3,38
771004;36;14.02.2023 16:47:37;75138537;;26100;89550;63450;3,61
771004;37;14.02.2023 16:47:49;50070556;;25700;88700;63000;3,83
771004;38;14.02.2023 16:48:01;51647527;;25650;84000;58350;4,08
771004;39;14.02.2023 16:48:10;51721124;;25000;83450;58450;4,35
771004;40;14.02.2023 16:48:22;57287302;;26900;90500;63600;4,57
771004;41;14.02.2023 16:48:30;50553916;;24450;24500;50;5,27
771045;40;14.02.2023 18:27:33;50008390;66;0;26150;0;-2,85
771045;39;14.02.2023 18:27:49;51608370;72;0;25150;0;-2,95
771045;38;14.02.2023 18:28:06;54618285;106;0;26950;0;-3,04
771045;37;14.02.2023 18:28:18;51547966;72;0;24850;0;-3,14
771045;36;14.02.2023 18:28:35;73093239;90;0;26100;0;-3,14
771045;35;14.02.2023 18:28:47;57174435;66;0;26250;0;-3,07
771045;34;14.02.2023 18:29:05;73070161;90;0;27000;0;-3,14
771045;33;14.02.2023 18:29:16;73025306;90;0;26850;0;-3,26
771045;32;14.02.2023 18:29:28;56907538;66;0;26300;0;-3,33
771045;31;14.02.2023 18:29:46;75035147;92;0;26400;0;-3,58
771045;30;14.02.2023 18:29:56;51555787;72;0;26150;0;-3,88
771045;29;14.02.2023 18:30:10;57022253;92;0;27300;0;-3,82
771045;28;14.02.2023 18:30:17;73982761;66;0;26200;0;-3,41
771045;27;14.02.2023 18:30:35;50068071;106;0;26750;0;-2,94
771045;26;14.02.2023 18:30:46;75121962;106;0;27050;0;-2,49
771045;25;14.02.2023 18:31:02;57380206;66;0;25200;0;-2,43
771045;24;14.02.2023 18:31:22;73063844;90;0;27000;0;-2,49
771045;23;14.02.2023 18:31:39;57308835;66;0;25950;0;-2,65
771045;22;14.02.2023 18:31:55;52024700;66;0;26150;0;-2,33
771045;21;14.02.2023 18:32:16;57267361;66;0;25700;0;-2,54
771045;20;14.02.2023 18:32:36;50652049;66;0;24250;0;-3,25
771045;19;14.02.2023 18:32:49;52029345;66;0;25600;0;-3,19
771045;18;14.02.2023 18:33:01;50572619;62;0;24250;0;-3,26
771045;17;14.02.2023 18:33:17;51090728;66;0;24150;0;-3,38
771045;16;14.02.2023 18:33:29;50551217;66;0;24300;0;-3,24
771045;15;14.02.2023 18:33:42;55689806;66;0;26000;0;-3,06
771045;14;14.02.2023 18:34:00;51220341;62;0;23750;0;-3,02
771045;13;14.02.2023 18:34:10;52087897;90;0;26900;0;-2,96
771045;12;14.02.2023 18:34:27;73597189;90;0;26050;0;-2,98
771045;11;14.02.2023 18:34:45;74255886;90;0;26050;0;-3,11
771045;10;14.02.2023 18:34:55;56907959;66;0;26050;0;-3,2
771045;9;14.02.2023 18:35:08;51761476;62;0;24700;0;-3,28
771045;8;14.02.2023 18:35:26;53968418;92;0;27100;0;-3,3
771045;7;14.02.2023 18:35:36;53973251;86;0;26600;0;-3,31
771045;6;14.02.2023 18:35:49;51928364;62;0;25250;0;-3,38
771045;5;14.02.2023 18:36:01;75125963;106;0;26800;0;-3,52
771045;4;14.02.2023 18:36:19;57736092;62;0;25750;0;-3,71
771045;3;14.02.2023 18:36:26;73465080;90;0;26100;0;-3,85
771045;2;14.02.2023 18:36:38;75089839;92;0;26200;0;-3,89
771045;1;14.02.2023 18:36:50;50928902;90;0;26650;0;-3,52
771085;1;15.02.2023 05:37:10;50653872;;24400;24600;200;3,27
771085;2;15.02.2023 05:37:27;50628346;;24450;25050;600;3,49
771085;3;15.02.2023 05:37:38;73065401;;26950;87750;60800;3,39
771085;4;15.02.2023 05:37:51;58644709;;25950;87000;61050;3,34
771085;5;15.02.2023 05:38:03;50721208;;26300;87450;61150;3,09
771085;6;15.02.2023 05:38:15;50334515;;25900;86450;60550;2,83
771085;7;15.02.2023 05:38:31;58638057;;26150;86800;60650;2,86
771085;8;15.02.2023 05:38:44;54253711;;26900;87650;60750;3,05
771085;9;15.02.2023 05:38:56;73187981;;26950;87750;60800;2,92
771085;10;15.02.2023 05:39:13;54699392;;26850;88050;61200;2,66
771085;11;15.02.2023 05:39:25;50349851;;26150;86750;60600;2,58
771085;12;15.02.2023 05:39:42;75125336;;26950;87700;60750;2,86
771085;13;15.02.2023 05:39:58;70728225;;24900;77500;52600;3,23
771085;14;15.02.2023 05:40:10;73055816;;27200;88350;61150;3,47
771085;15;15.02.2023 05:40:22;75089987;;26150;87450;61300;3,48
771085;16;15.02.2023 05:40:35;57393381;;26550;87900;61350;3,19
771085;17;15.02.2023 05:40:47;51887206;;27050;88650;61600;2,84
771085;18;15.02.2023 05:40:59;75119727;;26150;86900;60750;2,66
771085;19;15.02.2023 05:41:16;51873198;;26750;87600;60850;2,86
771085;20;15.02.2023 05:41:32;54594056;;26750;87650;60900;3,12
771085;21;15.02.2023 05:41:44;51020725;;25750;77350;51600;3,19
771085;22;15.02.2023 05:41:57;54594262;;27050;88050;61000;2,99
771085;23;15.02.2023 05:42:13;57364655;;25400;86300;60900;2,82
771085;24;15.02.2023 05:42:25;50070465;;26850;87500;60650;2,72
771085;25;15.02.2023 05:42:41;50681196;;24050;85150;61100;2,73
771085;26;15.02.2023 05:42:54;58641291;;26250;87200;60950;2,75
771085;27;15.02.2023 05:43:10;75115410;;24500;86150;61650;2,79
771085;28;15.02.2023 05:43:26;58642067;;27000;88200;61200;2,91
771085;29;15.02.2023 05:43:39;73967101;;26750;87350;60600;3,09
771085;30;15.02.2023 05:43:55;58649898;;27250;88850;61600;3,26
771085;31;15.02.2023 05:44:07;54474762;;26000;87750;61750;3,41
771085;32;15.02.2023 05:44:20;73973968;;26050;87500;61450;3,57
771085;33;15.02.2023 05:44:32;58641739;;26550;87400;60850;3,66
771085;34;15.02.2023 05:44:40;73981524;;25350;86450;61100;3,64
771085;35;15.02.2023 05:44:53;50151323;;26350;87200;60850;3,56
771085;36;15.02.2023 05:45:05;50530153;;24950;76400;51450;3,57
771085;37;15.02.2023 05:45:17;55948970;;26100;87150;61050;3,08
771085;38;15.02.2023 05:45:29;57229718;;27000;87650;60650;2,96
771085;39;15.02.2023 05:45:46;55050983;;27450;88400;60950;3,38
771085;40;15.02.2023 05:45:54;57409377;;25750;86600;60850;2,88
771125;1;15.02.2023 06:49:00;50928902;;26650;26700;50;3,77
771125;2;15.02.2023 06:49:13;75089839;;26200;26450;250;3,62
771125;3;15.02.2023 06:49:25;73465080;;26100;87200;61100;3,13
771125;4;15.02.2023 06:49:37;57736092;;25750;77100;51350;2,93
771125;5;15.02.2023 06:49:53;75125963;;26800;87100;60300;2,73
771125;6;15.02.2023 06:50:06;51928364;;25250;75750;50500;2,58
771125;7;15.02.2023 06:50:22;53973251;;26600;80600;54000;2,44
771125;8;15.02.2023 06:50:38;53968418;;27100;88550;61450;2,33
771125;9;15.02.2023 06:50:55;51761476;;24700;75600;50900;2,32
771125;10;15.02.2023 06:51:15;56907959;;26050;87650;61600;2,64
771125;11;15.02.2023 06:51:31;74255886;;26050;86950;60900;3,03
771125;12;15.02.2023 06:51:44;73597189;;26050;86600;60550;3,09
771125;13;15.02.2023 06:51:56;52087897;;26900;88050;61150;3,01
771125;14;15.02.2023 06:52:12;51220341;;23750;76500;52750;2,92
771125;15;15.02.2023 06:52:25;55689806;;26000;87900;61900;2,81
771125;16;15.02.2023 06:52:41;50551217;;24300;85000;60700;2,76
771125;17;15.02.2023 06:52:53;51090728;;24150;85000;60850;2,76
771125;18;15.02.2023 06:53:10;50572619;;24250;75450;51200;2,83
771125;19;15.02.2023 06:53:26;52029345;;25600;86050;60450;2,95
771125;20;15.02.2023 06:53:38;50652049;;24250;84200;59950;3,14
771125;21;15.02.2023 06:53:51;57267361;;25700;87700;62000;3,33
771125;22;15.02.2023 06:54:03;52024700;;26150;86750;60600;3,53
771125;23;15.02.2023 06:54:15;57308835;;25950;86500;60550;3,72
771125;24;15.02.2023 06:54:28;73063844;;27000;87650;60650;3,85
771125;25;15.02.2023 06:54:40;57380206;;25200;85950;60750;3,99
771125;26;15.02.2023 06:54:48;75121962;;27050;87850;60800;4,13
771125;27;15.02.2023 06:55:00;50068071;;26750;86900;60150;4,17
771125;28;15.02.2023 06:55:08;73982761;;26200;86950;60750;4,1
771125;29;15.02.2023 06:55:17;57022253;;27300;88450;61150;3,94
771125;30;15.02.2023 06:55:29;51555787;;26150;77750;51600;3,78
771125;31;15.02.2023 06:55:37;75035147;;26400;87850;61450;3,44
771125;32;15.02.2023 06:55:50;56907538;;26300;87500;61200;3,14
771125;33;15.02.2023 06:56:02;73025306;;26850;87350;60500;3,08
771125;34;15.02.2023 06:56:18;73070161;;27000;88050;61050;3,04
771125;35;15.02.2023 06:56:30;57174435;;26250;86750;60500;2,96
771125;36;15.02.2023 06:56:43;73093239;;26100;86900;60800;3,1
771125;37;15.02.2023 06:56:59;51547966;;24850;76050;51200;3,24
771125;38;15.02.2023 06:57:11;54618285;;26950;87650;60700;3,1
771125;39;15.02.2023 06:57:24;51608370;;25150;76700;51550;3,25
771125;40;15.02.2023 06:57:36;50008390;;26150;86350;60200;3,5
771165;41;15.02.2023 10:33:47;75008128;106;0;26400;0;-2,68
771165;40;15.02.2023 10:34:04;50425891;90;0;26600;0;-2,68
771165;39;15.02.2023 10:34:20;55950646;90;0;27050;0;-2,73
771165;38;15.02.2023 10:34:37;70553086;62;0;23400;0;-2,83
771165;37;15.02.2023 10:34:53;74909706;92;0;27200;0;-2,85
771165;36;15.02.2023 10:35:09;75123885;101;0;25050;0;-2,88
771165;35;15.02.2023 10:35:22;73954463;66;0;26450;0;-2,82
771165;34;15.02.2023 10:35:38;57559296;66;0;26000;0;-2,91
771165;33;15.02.2023 10:35:54;54240148;106;0;26900;0;-3,03
771165;32;15.02.2023 10:36:12;75049973;66;0;25450;0;-3,11
771165;31;15.02.2023 10:36:23;73982183;66;0;25550;0;-3,33
771165;30;15.02.2023 10:36:36;50783786;72;0;26300;0;-3,59
771165;29;15.02.2023 10:36:53;55052864;90;0;26900;0;-3,7
771165;28;15.02.2023 10:37:00;53884003;90;0;26650;0;-3,39
771165;27;15.02.2023 10:37:12;54714811;106;0;26000;0;-3,04
771165;26;15.02.2023 10:37:29;51524460;72;0;26000;0;-3,38
771165;25;15.02.2023 10:37:41;52099199;90;0;26750;0;-3,58
771165;24;15.02.2023 10:37:53;57211906;106;0;27050;0;-3,73
771165;23;15.02.2023 10:38:06;75121251;106;0;26850;0;-3,67
771165;22;15.02.2023 10:38:18;73994444;92;0;27550;0;-3
771165;21;15.02.2023 10:38:30;74905357;106;0;25850;0;-2,56
771165;20;15.02.2023 10:38:50;53867883;106;0;27050;0;-3,17
771165;19;15.02.2023 10:39:09;51561264;79;0;26600;0;-3,78
771165;18;15.02.2023 10:39:21;74022211;90;0;26900;0;-3,71
771165;17;15.02.2023 10:39:28;73754186;90;0;26650;0;-3,39
771165;16;15.02.2023 10:39:40;54097969;66;0;26350;0;-3,1
771165;15;15.02.2023 10:39:58;74935248;92;0;27450;0;-2,84
771165;14;15.02.2023 10:40:09;54714985;106;0;27050;0;-2,71
771165;13;15.02.2023 10:40:25;50913284;66;0;26200;0;-2,63
771165;12;15.02.2023 10:40:41;50622091;80;0;26250;0;-2,6
771165;11;15.02.2023 10:41:03;50617893;79;0;27450;0;-2,69
771165;10;15.02.2023 10:41:20;54240080;106;0;26650;0;-2,75
771165;9;15.02.2023 10:41:30;51459204;66;0;26350;0;-2,77
771165;8;15.02.2023 10:41:47;58643602;90;0;26600;0;-2,77
771165;7;15.02.2023 10:42:03;75108423;106;0;27150;0;-2,73
771165;6;15.02.2023 10:42:19;73994477;66;0;26650;0;-2,78
771165;5;15.02.2023 10:42:36;75046854;66;0;26250;0;-2,93
771165;4;15.02.2023 10:42:52;55054233;106;0;25950;0;-3,08
771165;3;15.02.2023 10:43:05;50336882;66;0;26650;0;-3,16
771165;2;15.02.2023 10:43:22;51887057;106;0;26750;0;-3,23
771165;1;15.02.2023 10:43:33;57112435;101;0;25300;0;-3,36
771206;41;15.02.2023 12:16:47;54714977;106;0;27050;0;-3,33
771206;40;15.02.2023 12:17:00;50038553;66;0;25000;0;-3,5
771206;39;15.02.2023 12:17:19;73087272;90;0;27100;0;-4,01
771206;38;15.02.2023 12:17:29;50624162;66;0;24950;0;-3,94
771206;37;15.02.2023 12:17:36;51090751;66;0;24550;0;-3,5
771206;36;15.02.2023 12:17:49;50629328;62;0;22650;0;-3,19
771206;35;15.02.2023 12:18:01;73511487;90;0;26950;0;-2,92
771206;34;15.02.2023 12:18:17;55947071;106;0;26150;0;-3,34
771206;33;15.02.2023 12:18:35;51275790;72;0;27800;0;-3,92
771206;32;15.02.2023 12:18:42;57361925;66;0;26250;0;-3,8
771206;31;15.02.2023 12:18:54;53926812;85;0;28550;0;-3,67
771206;30;15.02.2023 12:19:06;52092798;90;0;25850;0;-3,75
771206;29;15.02.2023 12:19:19;52093895;90;0;27200;0;-3,31
771206;28;15.02.2023 12:19:31;75099903;101;0;25550;0;-2,62
771206;27;15.02.2023 12:19:47;75051052;101;0;24750;0;-2,81
771206;26;15.02.2023 12:20:04;50568880;72;0;25450;0;-3,25
771206;25;15.02.2023 12:20:20;51794691;86;0;26200;0;-3,45
771206;24;15.02.2023 12:20:32;73604787;90;0;26150;0;-3,59
771206;23;15.02.2023 12:20:45;73981334;66;0;26200;0;-3,74
771206;22;15.02.2023 12:20:57;54703293;106;0;26200;0;-3,9
771206;21;15.02.2023 12:21:10;57342545;90;0;27150;0;-3,68
771206;20;15.02.2023 12:21:18;54712286;106;0;26750;0;-3,02
771206;19;15.02.2023 12:21:34;54705165;106;0;27100;0;-2,5
771206;18;15.02.2023 12:21:50;54590708;106;0;26050;0;-2,73
771206;17;15.02.2023 12:22:13;51880524;66;0;26500;0;-3,58
771206;16;15.02.2023 12:22:24;75106617;101;0;25500;0;-3,76
771206;15;15.02.2023 12:22:36;57264574;90;0;26900;0;-3,45
771206;14;15.02.2023 12:22:49;74081944;90;0;27000;0;-3,14
771206;13;15.02.2023 12:23:00;57309213;66;0;26150;0;-2,91
771206;12;15.02.2023 12:23:12;51034072;62;0;24650;0;-2,8
771206;11;15.02.2023 12:23:29;50593102;66;0;24800;0;-2,81
771206;10;15.02.2023 12:23:45;51755478;66;0;26100;0;-2,77
771206;9;15.02.2023 12:24:01;73924144;66;0;27350;0;-2,72
771206;8;15.02.2023 12:24:18;73963332;92;0;27100;0;-2,73
771206;7;15.02.2023 12:24:34;75049114;106;0;27100;0;-2,68
771206;6;15.02.2023 12:24:50;57297079;106;0;26950;0;-2,65
771206;5;15.02.2023 12:25:07;74925082;101;0;25700;0;-2,76
771206;4;15.02.2023 12:25:23;53913240;62;0;25300;0;-2,91
771206;3;15.02.2023 12:25:41;51111235;62;0;23050;0;-3,03
771206;2;15.02.2023 12:25:52;55053847;92;0;26800;0;-3,07
771206;1;15.02.2023 12:26:10;50608637;72;0;25200;0;-3,21
771247;1;15.02.2023 18:57:56;57112435;;25300;24750;0;2,76
771247;2;15.02.2023 18:58:09;51887057;;26750;27300;550;2,78
771247;3;15.02.2023 18:58:25;50336882;;26650;26850;200;3,06
771247;4;15.02.2023 18:58:41;55054233;;25950;90050;64100;3,05
771247;5;15.02.2023 18:58:53;75046854;;26250;91250;65000;3,22
771247;6;15.02.2023 18:59:09;73994477;;26650;90900;64250;3,35
771247;7;15.02.2023 18:59:22;75108423;;27150;90750;63600;3,49
771247;8;15.02.2023 18:59:34;58643602;;26600;91400;64800;3,51
771247;9;15.02.2023 18:59:42;51459204;;26350;90300;63950;3,35
771247;10;15.02.2023 18:59:55;54240080;;26650;90250;63600;3,16
771247;11;15.02.2023 19:00:07;50617893;;27450;86650;59200;2,89
771247;12;15.02.2023 19:00:23;50622091;;26250;81650;55400;2,73
771247;13;15.02.2023 19:00:36;50913284;;26200;90300;64100;2,9
771247;14;15.02.2023 19:00:52;54714985;;27050;90700;63650;3,22
771247;15;15.02.2023 19:01:04;74935248;;27450;91150;63700;3,45
771247;16;15.02.2023 19:01:17;54097969;;26350;89850;63500;3,48
771247;17;15.02.2023 19:01:29;73754186;;26650;90900;64250;3,38
771247;18;15.02.2023 19:01:41;74022211;;26900;91000;64100;3,29
771247;19;15.02.2023 19:01:53;51561264;;26600;86150;59550;3,27
771247;20;15.02.2023 19:02:06;53867883;;27050;91400;64350;3,29
771247;21;15.02.2023 19:02:18;74905357;;25850;89800;63950;3,35
771247;22;15.02.2023 19:02:30;73994444;;27550;92100;64550;3,4
771247;23;15.02.2023 19:02:43;75121251;;26850;90000;63150;3,47
771247;24;15.02.2023 19:02:55;57211906;;27050;91300;64250;3,51
771247;25;15.02.2023 19:03:07;52099199;;26750;90600;63850;3,47
771247;26;15.02.2023 19:03:19;51524460;;26000;83200;57200;3,41
771247;27;15.02.2023 19:03:31;54714811;;26000;89350;63350;3,28
771247;28;15.02.2023 19:03:44;53884003;;26650;91800;65150;3,18
771247;29;15.02.2023 19:03:56;55052864;;26900;91050;64150;3,13
771247;30;15.02.2023 19:04:09;50783786;;26300;84850;58550;3,06
771247;31;15.02.2023 19:04:21;73982183;;25550;89300;63750;3,05
771247;32;15.02.2023 19:04:33;75049973;;25450;89750;64300;3,18
771247;33;15.02.2023 19:04:49;54240148;;26900;91550;64650;3,26
771247;34;15.02.2023 19:05:02;57559296;;26000;90700;64700;3,25
771247;35;15.02.2023 19:05:14;73954463;;26450;90500;64050;3,29
771247;36;15.02.2023 19:05:26;75123885;;25050;90600;65550;3,31
771247;37;15.02.2023 19:05:39;74909706;;27200;91750;64550;3,31
771247;38;15.02.2023 19:05:51;70553086;;23400;81900;58500;3,31
771247;39;15.02.2023 19:06:03;55950646;;27050;91550;64500;3,34
771247;40;15.02.2023 19:06:15;50425891;;26600;91600;65000;3,51
771247;41;15.02.2023 19:06:28;75008128;;26400;90350;63950;3,7
771288;40;16.02.2023 02:07:31;74917154;66;0;25950;0;-2,68
771288;39;16.02.2023 02:07:47;75113969;106;0;26200;0;-2,76
771288;38;16.02.2023 02:08:04;53962379;72;0;25700;0;-2,84
771288;37;16.02.2023 02:08:20;53995296;92;0;26650;0;-2,91
771288;36;16.02.2023 02:08:38;57152506;90;0;26950;0;-2,93
771288;35;16.02.2023 02:08:49;75033308;92;0;26600;0;-2,89
771288;34;16.02.2023 02:09:05;51631240;72;0;26350;0;-2,99
771288;33;16.02.2023 02:09:23;51217107;62;0;24200;0;-3,14
771288;32;16.02.2023 02:09:34;75101204;101;0;25350;0;-3,2
771288;31;16.02.2023 02:09:46;75099358;106;0;27100;0;-3,42
771288;30;16.02.2023 02:10:04;55052831;90;0;26850;0;-3,67
771288;29;16.02.2023 02:10:16;50139989;66;0;25250;0;-3,82
771288;28;16.02.2023 02:10:28;73091225;90;0;26650;0;-3,77
771288;27;16.02.2023 02:10:35;75101600;101;0;25100;0;-3,25
771288;26;16.02.2023 02:10:48;75105577;106;0;26800;0;-2,81
771288;25;16.02.2023 02:11:04;50554088;66;0;23900;0;-2,88
771288;24;16.02.2023 02:11:20;51031607;62;0;24000;0;-2,71
771288;23;16.02.2023 02:11:37;50582527;62;0;23600;0;-2,98
771288;22;16.02.2023 02:11:53;50050277;66;0;25850;0;-2,58
771288;21;16.02.2023 02:12:09;57369837;106;0;26150;0;-2,82
771288;20;16.02.2023 02:12:26;75071548;106;0;26450;0;-3,13
771288;19;16.02.2023 02:12:44;51394476;66;0;26150;0;-3,2
771288;18;16.02.2023 02:12:55;51524221;72;0;26100;0;-3,07
771288;17;16.02.2023 02:13:07;50495001;62;0;26350;0;-2,88
771288;16;16.02.2023 02:13:23;51413151;66;0;26750;0;-2,92
771288;15;16.02.2023 02:13:40;73910820;92;0;27250;0;-3,08
771288;14;16.02.2023 02:13:52;57410144;106;0;26800;0;-3,12
771288;13;16.02.2023 02:14:10;51859619;90;0;27150;0;-2,96
771288;12;16.02.2023 02:14:21;57229668;106;0;26800;0;-2,89
771288;11;16.02.2023 02:14:37;75121376;106;0;26800;0;-2,96
771288;10;16.02.2023 02:14:55;57274599;90;0;26800;0;-3
771288;9;16.02.2023 02:15:06;55945679;106;0;27000;0;-3,03
771288;8;16.02.2023 02:15:24;58147273;66;0;26000;0;-3,05
771288;7;16.02.2023 02:15:34;54252259;72;0;27300;0;-2,99
771288;6;16.02.2023 02:15:51;75061606;106;0;26650;0;-3,03
771288;5;16.02.2023 02:16:03;74914011;66;0;25850;0;-3,18
771288;4;16.02.2023 02:16:19;73993628;106;0;25500;0;-3,34
771288;3;16.02.2023 02:16:32;70724125;62;0;25650;0;-3,44
771288;2;16.02.2023 02:16:44;73249583;90;0;26900;0;-3,52
771288;1;16.02.2023 02:16:56;57191843;66;0;25600;0;-3,66
771328;1;16.02.2023 03:35:56;50608637;;25200;25200;0;2,95
771328;2;16.02.2023 03:36:09;55053847;;26800;27100;300;2,7
771328;3;16.02.2023 03:36:25;51111235;;23050;80350;57300;2,44
771328;4;16.02.2023 03:36:42;53913240;;25300;83850;58550;2,53
771328;5;16.02.2023 03:36:58;74925082;;25700;91850;66150;2,5
771328;6;16.02.2023 03:37:14;57297079;;26950;91050;64100;2,59
771328;7;16.02.2023 03:37:31;75049114;;27100;91500;64400;2,96
771328;8;16.02.2023 03:37:47;73963332;;27100;90200;63100;3,19
771328;9;16.02.2023 03:37:59;73924144;;27350;91050;63700;3,13
771328;10;16.02.2023 03:38:12;51755478;;26100;88450;62350;2,99
771328;11;16.02.2023 03:38:24;50593102;;24800;89650;64850;2,83
771328;12;16.02.2023 03:38:40;51034072;;24650;82950;58300;2,7
771328;13;16.02.2023 03:38:53;57309213;;26150;91350;65200;2,61
771328;14;16.02.2023 03:39:09;74081944;;27000;91000;64000;2,56
771328;15;16.02.2023 03:39:25;57264574;;26900;91800;64900;2,53
771328;16;16.02.2023 03:39:42;75106617;;25500;90100;64600;2,54
771328;17;16.02.2023 03:39:58;51880524;;26500;89950;63450;2,55
771328;18;16.02.2023 03:40:15;54590708;;26050;89900;63850;2,57
771328;19;16.02.2023 03:40:31;54705165;;27100;90350;63250;2,65
771328;20;16.02.2023 03:40:47;54712286;;26750;91050;64300;2,8
771328;21;16.02.2023 03:41:00;57342545;;27150;91750;64600;2,96
771328;22;16.02.2023 03:41:16;54703293;;26200;90500;64300;3,02
771328;23;16.02.2023 03:41:28;73981334;;26200;90600;64400;3
771328;24;16.02.2023 03:41:41;73604787;;26150;90300;64150;2,99
771328;25;16.02.2023 03:41:57;51794691;;26200;86400;60200;3,01
771328;26;16.02.2023 03:42:09;50568880;;25450;25400;0;3,3
771328;27;16.02.2023 03:42:22;75051052;;24750;90700;65950;3,1
771328;28;16.02.2023 03:42:38;75099903;;25550;91500;65950;3,17
771328;29;16.02.2023 03:42:50;52093895;;27200;92450;65250;3,26
771328;30;16.02.2023 03:43:02;52092798;;25850;90100;64250;3,36
771328;31;16.02.2023 03:43:15;53926812;;28550;87350;58800;3,49
771328;32;16.02.2023 03:43:27;57361925;;26250;90900;64650;3,72
771328;33;16.02.2023 03:43:39;51275790;;27800;84450;56650;4,08
771328;34;16.02.2023 03:43:48;55947071;;26150;90250;64100;4,43
771328;35;16.02.2023 03:43:56;73511487;;26950;90600;63650;4,81
771328;36;16.02.2023 03:44:08;50629328;;22650;80850;58200;5,28
771328;37;16.02.2023 03:44:16;51090751;;24550;88000;63450;5,71
771328;38;16.02.2023 03:44:21;50624162;;24950;88150;63200;6,09
771328;39;16.02.2023 03:44:29;73087272;;27100;90650;63550;6,44
771328;40;16.02.2023 03:44:37;50038553;;25000;89150;64150;6,88
771328;41;16.02.2023 03:44:41;54714977;;27050;90300;63250;7,34
771369;40;16.02.2023 04:41:35;73972523;66;0;25900;0;-3,21
771369;39;16.02.2023 04:41:47;75008318;106;0;26800;0;-3,24
771369;38;16.02.2023 04:42:00;51754745;66;0;26800;0;-3,04
771369;37;16.02.2023 04:42:16;75043638;101;0;24400;0;-2,95
771369;36;16.02.2023 04:42:28;75100040;101;0;24650;0;-2,84
771369;35;16.02.2023 04:42:45;55052724;90;0;27000;0;-2,7
771369;34;16.02.2023 04:43:01;51852523;90;0;27150;0;-2,75
771369;33;16.02.2023 04:43:17;57341372;90;0;26800;0;-2,84
771369;32;16.02.2023 04:43:34;75054924;106;0;26650;0;-2,87
