№ п/п;№ ЖДЦ;ТИП;Грузоподъёмность ;№ акта;Дата браковки;Причина;Собственник
92;51412088;66;65;834;12.11.2022;Сверх заявки;"АО ""НТС"""
93;50643527;66;68;834;12.11.2022;Сверх заявки;"АО ""НТС"""
94;73973927;66;66;834;12.11.2022;Сверх заявки;"АО ""НТС"""
95;57221525;66;66;834;12.11.2022;Сверх заявки;"АО ""НТС"""
96;74200379;90;66;835;13.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
97;58642547;106;66;835;13.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
98;51761583;62;66;836;13.11.2022;ПРИКРЫТИЕ;нет собственника
99;58296187;72;60;836;13.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
100;50756295;66;68;837;13.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
101;54770961;66;66;837;13.11.2022;ПРИКРЫТИЕ;НефтеТрансСервис
102;51050516;62;69;838;14.11.2022;ПРИКРЫТИЕ;РН-Транс
103;54703392;106;66;838;14.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
104;50414093;90;66;839;14.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
105;57679128;101;68;839;14.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
106;51034353;62;60;840;15.11.2022;ПРИКРЫТИЕ;Оренбургнефть
107;54715081;106;66;840;15.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
108;58649526;106;66;840;15.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
109;75048884;66;66;841;15.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
110;57246589;106;66;841;15.11.2022;ПРИКРЫТИЕ;"АО ""ННК"""
111;53876546;66;66;842;15.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
112;54069067;66;66;842;15.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
113;57155913;90;66;843;16.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
114;54252929;106;66;843;16.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
115;54083571;106;66;844;16.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
116;54030937;66;66;844;16.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
117;51561173;79;66;844;16.11.2022;брак по троссу;"АО ""НТС"""
118;50438753;90;66;845;17.11.2022;ПРИКРЫТИЕ;"АО ""ННК"""
119;73008161;90;66;845;17.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
120;73999229;92;66;845;17.11.2022;Сверх заявки;"АО ""НТС"""
121;51095818;72;66;845;17.11.2022;прокачка;"АО ""НТС"""
122;51683365;66;65;846;17.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
123;75036889;66;66;846;17.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
124;55946388;106;66;846;17.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
125;50030949;66;68,2;847;17.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
126;75134007;106;66;847;17.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
127;57267361;66;66;848;18.11.2022;ПРИКРЫТИЕ;НефтеТрансСервис
128;50351246;66;66;848;18.11.2022;ПРИКРЫТИЕ;НефтеТрансСервис
129;57333924;90;66;849;18.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
130;54695747;90;66;849;18.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
131;75125286;106;66;849;18.11.2022;акт под Д/Т;"АО ""НТС"""
132;75008276;106;66;850;19.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
133;50593797;72;66;850;19.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
134;57112286;101;68;850;19.11.2022;не обработан под налив;ТРАНСОЙЛ
135;74932500;106;66;851;19.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
136;73504185;90;66;851;19.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
137;73969750;66;66;852;19.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
138;57333965;90;66;852;19.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
139;51720928;62;66;853;20.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
140;75133876;106;66;853;20.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
141;75085753;66;66;853;20.11.2022;прокачка;"АО ""НТС"""
142;51249597;62;66;854;20.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
143;75053140;106;66;854;20.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
144;55053912;92;66;854;20.11.2022;трещина запасного резервуара;"АО ""НТС"""
145;51095818;72;66;854;20.11.2022;не обработан под налив;"АО ""НТС"""
146;51783405;66;66;855;20.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
147;58709927;90;66;855;20.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
148;73909152;92;66;855;20.11.2022;Сверх заявки;"АО ""НТС"""
149;55950208;90;66;855;20.11.2022;Сверх заявки;"АО ""НТС"""
150;58644394;90;66;855;20.11.2022;Сверх заявки;"АО ""НТС"""
151;73313744;90;66;855;20.11.2022;Сверх заявки;"АО ""НТС"""
152;73074833;90;66;855;20.11.2022;Сверх заявки;"АО ""НТС"""
153;51703213;62;66;855;20.11.2022;не обработан под налив, не оформлен под налив;"АО ""НТС"""
154;50593797;72;66;856;21.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
155;57112286;101;68;856;21.11.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
156;51879302;106;66;856;21.11.2022;До ремонта менее 30 дней;"АО ""НТС"""
157;51576551;72;66;857;21.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
158;50157866;72;66;857;21.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
159;75132472;106;66;858;21.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
160;50071430;106;66;858;21.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
161;54773437;90;66;859;22.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
162;51036234;66;66;859;22.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
163;73979585;66;66;860;22.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
164;75049718;66;66;860;22.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
165;50582527;62;60;860;22.11.2022;прокачка;ЭКЗА
166;54773437;90;66;861;23.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
167;51036234;66;66;861;23.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
168;57184228;66;66;862;23.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
169;50641695;66;68;862;23.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
170;50001031;62;60;863;23.11.2022;ПРИКРЫТИЕ;ЭКЗА
171;51546737;79;65;863;23.11.2022;ПРИКРЫТИЕ;РН-Транс
172;57135873;90;66;864;24.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
173;73606980;90;66;864;24.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
174;50297217;90;66;865;24.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
175;51580546;81;66;865;24.11.2022;ПРИКРЫТИЕ;РН-Транс
176;75081273;92;66;866;24.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
177;57222036;106;66;866;24.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
178;51456424;66;65;867;25.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
179;57220618;66;66;867;25.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
180;50582527;62;60;867;25.11.2022;прокачка;ЭКЗА
181;53994950;66;65;868;25.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
182;50337021;66;66;868;25.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
183;57371155;106;66;869;25.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
184;73067621;90;66;869;25.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
185;50621390;79;66;869;25.11.2022;Сверх заявки;"АО ""НТС"""
186;51277481;106;66;869;25.11.2022;Сверх заявки;"АО ""НТС"""
187;58639857;66;66;870;26.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
188;50360270;85;66;870;26.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
189;58642919;90;66;870;26.11.2022;Завышение фрикц клина;"АО ""НТС"""
190;751425617;106;66;870;26.11.2022;подножка;"АО ""НТС"""
191;58643438;90;66;871;26.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
192;73972382;66;66;871;26.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
193;58639857;66;66;872;27.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
194;50360270;85;66;872;27.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
195;50629526;62;67;873;27.11.2022;ПРИКРЫТИЕ;РН-Транс
196;55050967;92;66;873;27.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
197;75010934;66;66;873;27.11.2022;акт под д/т;"АО ""НТС"""
198;75046243;66;66;873;27.11.2022;акт под д/т;"АО ""НТС"""
199;73974388;66;66;873;27.11.2022;акт под д/т;"АО ""ННК"""
200;54244512;106;66;874;27.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
201;57408502;106;66;874;27.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
202;58639857;66;66;875;28.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
203;50360270;85;66;875;28.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
204;51152411;62;68,5;876;28.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
205;51761567;62;66;876;28.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
206;57178642;90;66;877;28.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
207;73597189;90;66;877;28.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
208;52029345;66;66;877;28.11.2022;тонкий гребень;НТС
209;55945679;106;66;878;29.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
210;57274599;90;66;878;29.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
211;55053912;92;66;878;29.11.2022;трещина запасного резервуара;"АО ""НТС"""
212;57273989;66;66;879;29.11.2022;ПРИКРЫТИЕ;НефтеТрансСервис
213;50551134;66;68;879;29.11.2022;ПРИКРЫТИЕ;"АО ""ННК"""
214;73656787;90;66;880;29.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
215;57352288;101;68;880;29.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
216;51277077;106;66;881;30.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
217;51616761;66;66;881;30.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
218;75052266;106;66;882;30.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
219;51879559;106;66;882;30.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
220;73973638;66;66;882;30.11.2022;обрыв подходящей трубки;"АО ""НТС"""
221;75101105;101;68;883;30.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
222;57203002;90;66;883;30.11.2022;ПРИКРЫТИЕ;"АО ""НТС"""
223;58641630;106;66;883;30.11.2022;не обработан под налив;"АО ""НТС"""
1;75064923;101;68;884;01.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
2;51646560;62;60;884;01.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
3;50113422;66;66;884;01.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
4;51090744;66;68;884;01.12.2022;прокачка;оренбургнефть
5;53257077;66;66;885;01.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
6;75089870;92;66;885;01.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
7;74930587;106;66;886;01.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
8;51227684;90;66;886;01.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
9;73528184;90;66;887;02.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
10;75106658;101;68;887;02.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
11;57114613;90;66;887;02.12.2022;тонкий гребень;"АО ""НТС"""
12;57146300;90;66;889;02.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
13;73022048;90;66;889;02.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
14;51049070;62;60;890;03.12.2022;ПРИКРЫТИЕ;Оренбургнефть
15;58288846;72;60;890;03.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
16;50939503;106;66;891;03.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
17;53982468;66;66;891;03.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
18;53920021;72;66;892;04.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
19;75096289;106;66;892;04.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
20;73269789;90;66;892;04.12.2022;тонкий гребень;"АО ""НТС"""
21;58147307;66;66;892;04.12.2022;тонкий гребень;"АО ""НТС"""
22;57008872;101;68;892;04.12.2022;тонкий гребень;"АО ""НТС"""
23;73981680;66;66;893;04.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
24;51848919;90;66;893;04.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
25;57058604;66;66;893;04.12.2022;тонкий гребень;РН-ТРАНС
26;57211807;106;66;893;04.12.2022;прокачка;"АО ""НТС"""
27;50001643;62;60;894;05.12.2022;ПРИКРЫТИЕ;ЭКЗА
28;51098143;66;68;894;05.12.2022;ПРИКРЫТИЕ;РН-ТРАНС
29;51049070;62;60;895;05.12.2022;ПРИКРЫТИЕ;оренбургнефть
30;73071409;90;66;895;05.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
31;51217255;62;60;896;05.12.2022;ПРИКРЫТИЕ;РН-ТРАНС
32;51111201;62;60;896;05.12.2022;ПРИКРЫТИЕ;РН-ТРАНС
33;58288846;72;60;897;06.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
34;50939503;106;66;897;06.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
35;53982468;66;66;897;06.12.2022;прокачка;"АО ""НТС"""
36;75098400;106;66;898;07.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
37;50744556;81;65;898;07.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
38;57218307;106;66;898;07.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
39;51561264;79;66;899;07.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
40;75042259;106;66;899;07.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
41;50624238;66;68;899;07.12.2022;тонкий гребень;АНХК
42;73019366;90;66;900;07.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
43;58288846;72;60;900;07.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
44;57403826;62;66;901;08.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
45;54704226;90;66;901;08.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
46;73009201;90;66;901;08.12.2022;ТРОС СЛЕТЕЛ;"АО ""НТС"""
47;51546703;79;65;902;08.12.2022;ПРИКРЫТИЕ;РН-ТРАНС
48;75040907;106;66;902;08.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
49;54703509;106;66;903;09.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
50;57403826;62;66;903;09.12.2022;ПРИКРЫТИЕ;АНХК
51;53879961;106;66;904;09.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
52;73986671;66;66;904;09.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
53;73099574;90;66;904;09.12.2022;подача в ремонт;"АО ""НТС"""
54;75101873;101;68;905;09.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
55;74916107;106;66;905;09.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
56;54241872;66;66;906;10.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
57;50558964;72;66;906;10.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
58;73193781;90;66;907;10.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
59;73979262;66;66;907;10.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
60;58641507;106;66;908;11.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
61;55303598;66;66;908;11.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
62;50568294;72;66;909;11.12.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
63;73326688;90;66;909;11.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
64;51433563;81;66;910;12.12.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
65;58270760;72;66;910;12.12.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
66;55950109;90;66;910;12.12.2022;тонкий гребень;"АО ""НТС"""
67;50568294;72;66;911;12.12.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
68;57333759;90;66;911;12.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
69;75125740;106;66;912;13.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
70;51488922;72;66;912;13.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
71;51400042;66;65;912;13.12.2022;прокачка;"АО ""НТС"""
72;50619626;66;68;913;13.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
73;50497577;66;66;913;13.12.2022;ПРИКРЫТИЕ;
74;54253521;90;66;914;13.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
75;75180018;92;66;914;13.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
76;57232514;106;66;914;13.12.2022;Износ фрикционного клина;"АО ""НТС"""
77;51217388;62;60;915;14.12.2022;ПРИКРЫТИЕ;РН-ТРАНС
78;51270197;72;65;915;14.12.2022;ПРИКРЫТИЕ;РН-ТРАНС
79;50437979;90;66;916;14.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
80;75060343;66;66;916;14.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
81;54880398;66;66;916;14.12.2022;трещина запасного рез-ра;"АО ""НТС"""
82;73756181;90;66;918;15.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
83;57243719;106;66;918;15.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
84;51267219;62;67;918;15.12.2022;ПРИКРЫТИЕ;РН-ТРАНС
85;51272896;86;65;918;15.12.2022;прокачка;РН-ТРАНС
86;53926952;85;65;919;15.12.2022;ПРИКРЫТИЕ;РН-ТРАНС
87;75101873;101;68;919;15.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
88;51545168;81;66;920;16.12.2022;ПРИКРЫТИЕ;РН-ТРАНС
89;51031607;62;69;920;16.12.2022;ПРИКРЫТИЕ;Оренбургнефть
90;75050963;101;68;921;16.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
91;57156515;90;66;921;16.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
92;50246594;72;66;922;17.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
93;53933487;62;66;922;17.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
94;51412724;66;65;923;17.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
95;73967507;106;66;923;17.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
96;50068071;106;66;924;17.12.2022;ПРИКРЫТИЕ;
97;51883031;106;66;924;17.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
98;51250397;62;66;924;17.12.2022;тонкий гребень,несоот-е зазора;"АО ""НТС"""
99;51986719;66;66;924;17.12.2022;прокачка;НТС
100;50050681;62;60;925;18.12.2022;ПРИКРЫТИЕ;РН-ТРАНС
101;53940862;72;66;925;18.12.2022;ПРИКРЫТИЕ;РН-ТРАНС
102;54243779;106;66;925;18.12.2022;Атк под д/т;"АО ""НТС"""
103;75057877;101;68;926;18.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
104;75105783;106;66;926;18.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
105;51378693;72;66;926;18.12.2022;трещина запасного рез-ра;"АО ""НТС"""
106;50939313;106;66;927;19.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
107;51167666;66;68;927;19.12.2022;ПРИКРЫТИЕ;ТРАНСОЙЛ
108;57029472;66;66;927;19.12.2022;БРАК ПО ТРОСУ;"АО ""НТС"""
109;54703822;106;66;928;19.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
110;54600721;66;66;928;19.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
111;51277481;106;66;929;19.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
112;50621390;79;66;929;19.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
113;57356354;90;66;930;20.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
114;50756949;81;65;930;20.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
115;73998718;92;66;930;20.12.2022;Нет спиральной пружины;"АО ""НТС"""
116;57346967;106;66;931;20.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
117;57198343;106;66;931;20.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
118;51487262;79;66;931;20.12.2022;тонкий гребень;"АО ""НТС"""
119;51159333;66;68;931;20.12.2022;тонкий гребень;"АО ""НТС"""
120;75053157;106;66;931;20.12.2022;неисправность лебедки;"АО ""НТС"""
121;57236085;106;66;932;20.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
122;50077635;90;66;932;20.12.2022;ПРИКРЫТИЕ;"АО ""НТС"""
