№ п/п;№ ЖДЦ;ТИП;Грузоподъёмность ;№ акта;Дата браковки;Причина;Собственник
339;51457968;66;65;467;22.06.2022;тонкий гребень;"АО ""НТС"""
340;50623628;66;68;468;22.06.2022;Прикрытие;РН-Транс
341;51656528;85;66;468;22.06.2022;Прикрытие;"АО ""НТС"""
342;57341729;90;66;469;23.06.2022;Прикрытие;"АО ""НТС"""
343;55949416;90;66;469;23.06.2022;Прикрытие;"АО ""НТС"""
344;75114561;101;68;470;23.06.2022;Прикрытие;"АО ""НТС"""
345;55306138;66;66;470;23.06.2022;Прикрытие;"АО ""НТС"""
346;51645836;62;66;471;23.06.2022;Прикрытие;"АО ""НТС"""
347;50360015;85;66;471;23.06.2022;Прикрытие;"АО ""НТС"""
348;57079451;90;66;472;24.06.2022;Прикрытие;ТРАНСОЙЛ
349;74911009;101;68;472;24.06.2022;Прикрытие;ТРАНСОЙЛ
350;51926087;62;60;472;24.06.2022;не обработан под налив;"АО ""НТС"""
351;50962943;72;66;473;24.06.2022;Прикрытие;"АО ""НТС"""
352;50955319;72;66;473;24.06.2022;Прикрытие;"АО ""НТС"""
353;75058461;66;66;473;24.06.2022;в ремонт;"АО ""НТС"""
354;73214587;90;66;473;24.06.2022;выбита модернизация буксы;"АО ""НТС"""
355;57374449;66;66;474;24.06.2022;Прикрытие;ТРАНСОЙЛ
356;73023111;90;66;474;24.06.2022;Прикрытие;ТРАНСОЙЛ
357;57041162;66;66;474;24.06.2022;Сломана лестница;"АО ""НТС"""
358;73909228;92;66;474;24.06.2022;Выщербина обода колеса;"АО ""НТС"""
359;51683985;66;65;474;24.06.2022;несоот. Зазоров скользуна;ТРАНСОЙЛ
360;50383694;106;66;474;24.06.2022;несоот. Зазоров скользуна;"АО ""НТС"""
361;73989964;106;66;474;24.06.2022;Неравномерный прокат;"АО ""НТС"""
362;51070969;62;68,5;475;25.06.2022;Прикрытие;?
363;51424851;62;66;475;25.06.2022;Прикрытие;?
364;75053348;106;66;476;25.06.2022;Прикрытие;"АО ""НТС"""
365;55949432;90;66;476;25.06.2022;Прикрытие;"АО ""НТС"""
366;50640374;66;68;476;25.06.2022;Раковина боковой рамы;"АО ""НТС"""
367;50335462;66;66;476;25.06.2022;Раковина боковой рамы;"АО ""НТС"""
368;51739563;62;66;477;25.06.2022;Прикрытие;"АО ""НТС"""
369;57173536;66;66;477;25.06.2022;Прикрытие;"АО ""НТС"""
370;53927554;85;65;478;26.06.2022;Прикрытие;РН-Транс
371;50629757;62;67;478;26.06.2022;Прикрытие;РН-Транс
372;50787084;72;66;478;26.06.2022;тонкий гребень;"АО ""НТС"""
373;73069833;90;66;479;26.06.2022;Прикрытие;"АО ""НТС"""
374;57216368;66;66;479;26.06.2022;Прикрытие;"АО ""НТС"""
375;51840205;92;66;480;26.06.2022;Прикрытие;"АО ""НТС"""
376;51560563;72;66;480;26.06.2022;Нет в базе;
376;50070432;106;66;480;26.06.2022;Прикрытие;"АО ""НТС"""
377;54712997;66;66;481;27.06.2022;Прикрытие;НефтеТрансСервис
378;54702964;106;66;481;27.06.2022;Прикрытие;"АО ""НТС"""
379;55950075;90;66;481;27.06.2022;акт под ДТ;"АО ""НТС"""
380;57119828;90;66;481;27.06.2022;акт под ДТ;"АО ""НТС"""
381;57002826;66;66;481;27.06.2022;акт под ДТ;"АО ""НТС"""
382;57271777;90;66;481;27.06.2022;акт под ДТ;"АО ""НТС"""
383;75134072;106;66;481;27.06.2022;Выбита спиральная пружина;"АО ""НТС"""
384;50437714;90;66;481;27.06.2022;прокачка.нестандартный продукт;"АО ""НТС"""
385;53256061;66;66;482;28.06.2022;Прикрытие;ТРАНСОЙЛ
386;73924383;66;66;482;28.06.2022;Прикрытие;ТРАНСОЙЛ
387;75096651;106;66;482;28.06.2022;тонкий гребень;"АО ""НТС"""
388;73974586;66;66;483;28.06.2022;Прикрытие;"АО ""НТС"""
389;51228120;66;66;483;28.06.2022;Прикрытие;"АО ""НТС"""
390;50573385;62;60;484;28.06.2022;Прикрытие;ЭКЗА
391;53869707;72;67;484;28.06.2022;Прикрытие;ЭКЗА
392;50937671;90;66;485;29.06.2022;Прикрытие;"АО ""НТС"""
393;54695473;90;66;485;29.06.2022;Прикрытие;"АО ""НТС"""
394;52110897;90;66;486;29.06.2022;Прикрытие;"АО ""НТС"""
395;73223786;90;66;486;29.06.2022;Прикрытие;"АО ""НТС"""
396;75121855;106;66;487;29.06.2022;Прикрытие;"АО ""НТС"""
397;51411866;66;65;487;29.06.2022;Прикрытие;"АО ""НТС"""
398;75120170;106;66;487;29.06.2022;тонкий гребень;"АО ""НТС"""
399;73068173;90;66;487;29.06.2022;Сверх заявки;"АО ""НТС"""
400;50962943;72;66;488;30.06.2022;Прикрытие;"АО ""НТС"""
401;50955319;72;66;488;30.06.2022;Прикрытие;"АО ""НТС"""
402;51887016;66;66;488;30.06.2022;Несоот заз скользуна;"АО ""НТС"""
403;75058461;66;;489;30.06.2022;Прикрытие;
404;51569622;62;;489;30.06.2022;Прикрытие;
1;50334168;66;66;490;01.07.2022;Прикрытие;"АО ""НТС"""
2;52116696;90;66;490;01.07.2022;Прикрытие;"АО ""НТС"""
3;55950075;90;66;490;01.07.2022;Несоотв акта годности;"АО ""НТС"""
4;57119828;90;66;490;01.07.2022;Несоотв акта годности;"АО ""НТС"""
5;57002826;66;66;490;01.07.2022;Несоотв акта годности;"АО ""НТС"""
6;51467579;72;66;491;01.07.2022;Прикрытие;?
7;73069718;90;66;491;01.07.2022;Прикрытие;"АО ""НТС"""
8;74910241;92;66;491;01.07.2022;Трещина запас резерв;"АО ""НТС"""
9;50551167;66;68;491;01.07.2022;Протерта торм магистраль;"АО ""ННК"""
10;75129742;92;66;491;01.07.2022;Несоотв акта годности;"АО ""НТС"""
11;57187460;66;66;492;02.07.2022;Прикрытие;"АО ""НТС"""
12;54098454;66;66;492;02.07.2022;Прикрытие;"АО ""НТС"""
13;51424265;62;66;493;02.07.2022;Прикрытие;?
14;51455608;62;66;493;02.07.2022;Прикрытие;?
15;51098192;86;65;493;02.07.2022;До ремонта менее 30 дней;"АО ""НТС"""
16;57171886;90;66;493;02.07.2022;Тонкий гребень;"АО ""НТС"""
17;50672476;62;67;494;02.07.2022;Прикрытие;?
18;51056334;62;68,5;494;02.07.2022;Прикрытие;?
19;51054682;62;68,5;495;03.07.2022;Прикрытие;?
20;51793156;72;66;495;03.07.2022;Прикрытие;?
21;70726716;62;66;496;03.07.2022;Прикрытие;"АО ""НТС"""
22;73911968;106;66;496;03.07.2022;Прикрытие;"АО ""НТС"""
23;55950075;90;66;496;03.07.2022;Несоотв акта годности;"АО ""НТС"""
24;57119828;90;66;496;03.07.2022;Несоотв акта годности;"АО ""НТС"""
25;57002826;66;66;496;03.07.2022;Несоотв акта годности;"АО ""НТС"""
26;53878088;109;66;497;03.07.2022;Прикрытие;"АО ""НТС"""
27;57346876;90;66;497;03.07.2022;Прикрытие;"АО ""НТС"""
28;51524346;72;66;497;03.07.2022;Трещина боковой рамы;"АО ""НТС"""
29;50335538;66;66;497;03.07.2022;Не оформлен под налив;ТРАНСОЙЛ
30;57341653;90;66;498;04.07.2022;Прикрытие;"АО ""НТС"""
31;51739472;62;66;498;04.07.2022;Прикрытие;"АО ""НТС"""
32;57334476;90;66;498;04.07.2022;Трещина боковой рамы;"АО ""НТС"""
33;51070415;62;68,5;499;04.07.2022;Прикрытие;нет соб-ка
34;50942713;62;60;499;04.07.2022;Прикрытие;нет соб-ка
35;73980179;66;66;499;04.07.2022;несоот.заз.скользуна;"АО ""НТС"""
36;51663351;72;66;500;04.07.2022;Прикрытие;"АО ""НТС"""
37;50744028;72;66;500;04.07.2022;Прикрытие;"АО ""НТС"""
38;54073465;66;66;501;04.07.2022;Прикрытие;?
39;54073366;66;66;501;04.07.2022;Прикрытие;"АО ""НТС"""
40;51034072;62;60;502;05.07.2022;Прикрытие;Оренбургнефть
41;51049047;62;60;502;05.07.2022;Прикрытие;Оренбургнефть
42;57171886;90;66;502;05.07.2022;В ремонт;"АО ""НТС"""
43;51098192;86;65;502;05.07.2022;В ремонт;"АО ""НТС"""
44;50498138;66;66;502;05.07.2022;Несоотв акта годности;НефтеТрансСервис
45;57333890;62;66;503;05.07.2022;Прикрытие;"АО ""НТС"""
46;51563351;72;66;503;05.07.2022;Прикрытие;"АО ""НТС"""
47;51069904;62;68,5;504;06.07.2022;Прикрытие;нет соб-ка
48;51396521;62;66;504;06.07.2022;Прикрытие;нет соб-ка
49;53994950;66;65;504;06.07.2022;Тонкий гребень;"АО ""НТС"""
50;73988487;106;66;505;06.07.2022;Прикрытие;"АО ""НТС"""
51;75106252;106;66;505;06.07.2022;Прикрытие;ТРАНСОЙЛ
52;51151777;62;60;505;06.07.2022;излом лестницы;"АО ""НТС"""
53;51510147;62;66;506;06.07.2022;Прикрытие;нет соб-ка
54;51425072;62;66;506;06.07.2022;Прикрытие;нет соб-ка
55;51098192;86;65;506;06.07.2022;В ремонт;"АО ""НТС"""
56;50698059;66;68;507;07.07.2022;Прикрытие;нет соб-ка
57;50628163;66;68;507;07.07.2022;Прикрытие;нет соб-ка
58;54699095;90;66;507;07.07.2022;Тонкий гребень;"АО ""НТС"""
59;50652205;66;68;508;07.07.2022;Прикрытие;ЭКЗА
60;50148287;72;66;508;07.07.2022;Прикрытие;"АО ""НТС"""
61;58303389;66;66;508;07.07.2022;Просрочен деп ремонт;"АО ""НТС"""
62;55644868;66;66;509;07.07.2022;Прикрытие;"АО ""НТС"""
63;54726310;66;66;509;07.07.2022;Прикрытие;"АО ""НТС"""
64;50074228;106;66;509;07.07.2022;Тонкий гребень;"АО ""НТС"""
65;53965612;62;66;510;08.07.2022;Прикрытие;нет соб-ка
66;50931054;67;58;510;08.07.2022;Прикрытие;нет соб-ка
67;51049104;62;60;511;08.07.2022;Прикрытие;Оренбургнефть
68;50936186;62;60;511;08.07.2022;Прикрытие;нет соб-ка
69;54614672;66;66;511;08.07.2022;несоот.заз.скользуна;нтс
70;53965612;62;66;512;08.07.2022;Прикрытие;нет соб-ка
71;50931054;67;58;512;08.07.2022;Прикрытие;нет соб-ка
72;75134015;106;66;513;09.07.2022;Прикрытие;"АО ""НТС"""
73;73911729;106;66;513;09.07.2022;Прикрытие;"АО ""НТС"""
74;54240171;106;66;513;09.07.2022;Несоотв акта годности;"АО ""НТС"""
75;53945671;72;66;513;09.07.2022;Несоотв акта годности;"АО ""НТС"""
76;57220279;66;66;513;09.07.2022;прокачка.нестандартный продукт;"АО ""НТС"""
77;55644868;66;66;514;09.07.2022;Прикрытие;"АО ""НТС"""
78;54726310;66;66;514;09.07.2022;Прикрытие;"АО ""НТС"""
79;75059519;66;66;515;10.07.2022;Прикрытие;"АО ""НТС"""
80;55945752;106;66;515;10.07.2022;Прикрытие;нет соб-ка
81;51098192;86;65;515;10.07.2022;Деп.рмонт;"АО ""НТС"""
82;58274846;90;66;516;10.07.2022;Прикрытие;"АО ""НТС"""
83;51198075;66;68;516;10.07.2022;Прикрытие;нет соб-ка
84;75096651;106;66;516;10.07.2022;Тонкий гребень;"АО ""НТС"""
85;51459444;66;65;517;10.07.2022;Прикрытие;"АО ""НТС"""
86;50799055;66;68;517;10.07.2022;Прикрытие;"АО ""НТС"""
87;57220485;106;66;518;11.07.2022;Прикрытие;"АО ""НТС"""
88;50334333;66;66;518;11.07.2022;Прикрытие;"АО ""НТС"""
89;50983139;72;66;519;11.07.2022;Прикрытие;"АО ""НТС"""
90;51155711;62;60;519;11.07.2022;Прикрытие;"АО ""НТС"""
91;51732204;62;66;519;11.07.2022;Тонкий гребень;"АО ""НТС"""
92;51175636;66;68;519;11.07.2022;Тонкий гребень;РНПК
93;73924268;92;66;520;11.07.2022;Прикрытие;"АО ""НТС"""
94;51840809;92;66;520;11.07.2022;Прикрытие;"АО ""НТС"""
95;51466829;66;66;520;11.07.2022;Не оформлен под налив;"АО ""НТС"""
96;51767317;85;66;520;11.07.2022;Не оформлен под налив;"АО ""НТС"""
97;53883732;90;66;520;11.07.2022;Не оформлен под налив;"АО ""НТС"""
98;57359309;66;66;521;12.07.2022;Прикрытие;"АО ""НТС"""
99;53254538;66;66;521;12.07.2022;Прикрытие;"АО ""НТС"""
100;51277465;106;66;522;12.07.2022;Прикрытие;"АО ""НТС"""
101;75054924;106;66;522;12.07.2022;Прикрытие;"АО ""НТС"""
102;73022642;90;66;522;12.07.2022;Не оформлен под налив;"АО ""НТС"""
103;50334846;66;66;523;12.07.2022;Прикрытие;"АО ""НТС"""
104;50623818;66;68;523;12.07.2022;Прикрытие;РН-Транс
105;50386192;106;66;523;12.07.2022;На ст.Кашпир;"АО ""НТС"""
106;50175504;90;66;524;13.07.2022;Прикрытие;"АО ""НТС"""
107;75138941;106;66;524;13.07.2022;Прикрытие;"АО ""НТС"""
108;54253588;90;66;525;13.07.2022;Прикрытие;"АО ""НТС"""
109;55948475;90;66;525;13.07.2022;Прикрытие;"АО ""НТС"""
110;51861102;90;66;525;13.07.2022;Нет ВУ-20;"АО ""НТС"""
111;53868386;106;66;526;13.07.2022;Прикрытие;"АО ""НТС"""
112;75123422;101;68;526;13.07.2022;Прикрытие;"АО ""НТС"""
113;51098192;86;65;526;13.07.2022;До ремонта менее 30 дней;"АО ""НТС"""
114;57006090;62;67;527;14.07.2022;Прикрытие;"АО ""НТС"""
115;53920013;72;66;527;14.07.2022;Прикрытие;ЭКЗА
116;57123846;90;66;528;14.07.2022;Прикрытие;"АО ""НТС"""
117;55654008;66;66;528;14.07.2022;Прикрытие;"АО ""НТС"""
118;51456762;66;65;528;14.07.2022;Прикрытие;"АО ""НТС"""
119;55303424;106;66;528;14.07.2022;Прикрытие;"АО ""НТС"""
120;53895215;66;66;529;14.07.2022;Прикрытие;"АО ""НТС"""
121;51179059;66;68;529;14.07.2022;Прикрытие;"АО ""НТС"""
122;51840809;92;66;529;14.07.2022;Слетел трос;"АО ""НТС"""
123;51616761;66;66;530;15.07.2022;Прикрытие;"АО ""НТС"""
124;50081876;90;66;530;15.07.2022;Прикрытие;"АО ""НТС"""
125;50567791;62;60;530;15.07.2022;несоотв калибр котла;"АО ""НТС"""
126;70728944;85;65;530;15.07.2022;Ползун;"АО ""НТС"""
127;53989661;72;66;530;15.07.2022;Несоотв акта годности;"АО ""НТС"""
128;54594452;106;66;531;15.07.2022;Прикрытие;"АО ""НТС"""
129;73972556;66;66;531;15.07.2022;Прикрытие;"АО ""НТС"""
130;51098192;86;65;531;15.07.2022;До ремонта менее 30 дней;"АО ""НТС"""
131;51025856;66;68;532;15.07.2022;Прикрытие;"АО ""НТС"""
132;73277782;90;66;532;15.07.2022;Прикрытие;"АО ""НТС"""
133;54590880;106;66;532;15.07.2022;Слетел трос;"АО ""НТС"""
134;58274820;90;66;533;16.07.2022;Прикрытие;ТРАНСОЙЛ
135;57130585;90;66;533;16.07.2022;Прикрытие;ТРАНСОЙЛ
136;58644469;90;66;533;16.07.2022;не обработан под налив;"АО ""НТС"""
137;54703384;106;66;533;16.07.2022;не обработан под налив;"АО ""НТС"""
138;50567791;62;60;533;16.07.2022;несоответствие калибровки котла;"АО ""НТС"""
139;51273845;66;66;534;16.07.2022;Прикрытие;НефтеТрансСервис
140;51579845;72;65;534;16.07.2022;Прикрытие;РН-Транс
141;51616761;66;66;534;16.07.2022;НЕ ОБВАРЕН ВОЗ.КЛАПАН;"АО ""НТС"""
142;50335462;66;66;535;16.07.2022;Прикрытие;"АО ""НТС"""
143;54736269;66;66;535;16.07.2022;Прикрытие;НефтеТрансСервис
144;53876710;66;66;536;17.07.2022;Прикрытие;"АО ""НТС"""
145;57176828;106;66;536;17.07.2022;Прикрытие;"АО ""НТС"""
146;58642513;106;66;536;17.07.2022;Слетел трос;ТРАНСОЙЛ
147;57171886;90;66;537;17.07.2022;Прикрытие;"АО ""НТС"""
148;50932276;62;60;537;17.07.2022;Прикрытие;нет соб-ка
149;57155715;90;66;537;17.07.2022;Прикрытие;"АО ""НТС"""
150;50567791;62;60;537;17.07.2022;несоответствие калибровки котла;"АО ""НТС"""
151;75015446;66;66;538;17.07.2022;Прикрытие;"АО ""НТС"""
152;51424232;62;66;538;17.07.2022;Прикрытие;нет соб-ка
153;50327345;72;65;539;18.07.2022;Прикрытие;ТРАНСОЙЛ
154;50331867;72;65;539;18.07.2022;Прикрытие;ТРАНСОЙЛ
155;50089663;72;66;540;18.07.2022;Прикрытие;ТРАНСОЙЛ
156;53876710;66;66;540;18.07.2022;Прикрытие;"АО ""НТС"""
157;58643859;90;66;541;18.07.2022;Прикрытие;"АО ""НТС"""
158;58641721;106;66;541;18.07.2022;Прикрытие;"АО ""НТС"""
159;57171886;90;66;541;18.07.2022;Тонкий гребень;"АО ""НТС"""
160;50567791;62;60;541;18.07.2022;несоответствие калибровки котла;"АО ""НТС"""
161;75057158;101;68;541;18.07.2022;Не оформлен под налив;"АО ""НТС"""
162;75054601;106;66;541;18.07.2022;Не оформлен под налив;"АО ""НТС"""
163;73912651;92;66;542;19.07.2022;Прикрытие;"АО ""НТС"""
164;73066458;90;66;542;19.07.2022;Прикрытие;нет соб-ка
165;58293432;72;60;542;19.07.2022;Уширение обода колеса;ТРАНСОЙЛ
166;50799055;66;68;543;19.07.2022;Прикрытие;"АО ""НТС"""
167;73062101;90;66;543;19.07.2022;Прикрытие;нет соб-ка
168;74921222;66;66;543;19.07.2022;Неравномерный прокат;"АО ""НТС"""
169;75138537;106;66;544;19.07.2022;Прикрытие;АО НТС
170;50074673;106;66;544;19.07.2022;Прикрытие;АО НТС
171;51055432;62;68,5;545;20.07.2022;Прикрытие;нет соб-ка
172;50911007;62;60;545;20.07.2022;Прикрытие;нет соб-ка
173;50697176;62;68,5;546;20.07.2022;Прикрытие;нет соб-ка
174;50931930;67;58;546;20.07.2022;Прикрытие;нет соб-ка
175;50627926;66;68;546;20.07.2022;на ст.Новоспаское;нет соб-ка
176;51350460;62;66;546;20.07.2022;подножка;ТРАНСОЙЛ
177;50696418;62;68,5;547;20.07.2022;Прикрытие;нет соб-ка
178;50752245;82;65;547;20.07.2022;Прикрытие;нет соб-ка
179;50082213;106;66;547;20.07.2022;Тонкий гребень;"АО ""НТС"""
180;50074673;106;66;548;21.07.2022;Прикрытие;"АО ""НТС"""
181;51590669;62;66;548;21.07.2022;Прикрытие;
182;57197501;90;66;548;21.07.2022;Тонкий гребень;"АО ""НТС"""
183;75007724;106;66;549;21.07.2022;Прикрытие;"АО ""НТС"""
184;73994311;66;66;549;21.07.2022;Прикрытие;"АО ""НТС"""
185;75015446;66;66;549;21.07.2022;Завышение фрикционного клина;"АО ""НТС"""
186;54241963;66;66;550;22.07.2022;Прикрытие;"АО ""НТС"""
187;74932229;106;66;550;22.07.2022;Прикрытие;"АО ""НТС"""
188;51616795;66;666;551;22.07.2022;Прикрытие;ТРАНСОЙЛ
189;73980856;66;66;551;22.07.2022;Прикрытие;ТРАНСОЙЛ
190;73981524;66;66;551;22.07.2022;не обработан под налив;"АО ""НТС"""
191;50434919;72;66;552;22.07.2022;Прикрытие;нет соб-ка
192;50173640;66;66;552;22.07.2022;Прикрытие;"АО ""НТС"""
193;74921222;66;66;552;22.07.2022;Прикрытие;"АО ""НТС"""
194;73970576;66;66;553;23.07.2022;Прикрытие;
195;51990455;66;66;553;23.07.2022;Прикрытие;РН-ТРАНС
196;75015446;66;66;553;23.07.2022;Завышение фрикционного клина;"АО ""НТС"""
197;73974388;66;66;554;23.07.2022;Прикрытие;РН -ТРАНС
198;50572932;62;60;554;23.07.2022;Прикрытие;РН-Транс
199;55050876;66;66;554;23.07.2022;ТОНКИЙ ГРЕБЕНЬ;ТРАНСОИЛ
200;50998541;72;66;555;24.07.2022;Прикрытие;нет соб-ка
201;50930759;67;58;555;24.07.2022;Прикрытие;нет соб-ка
202;51420693;72;67;556;24.07.2022;Прикрытие;нет соб-ка
203;51546331;81;65;556;24.07.2022;Прикрытие;РН-Транс
204;50498880;90;66;557;24.07.2022;Прикрытие;трансойл
205;53877189;66;66;557;24.07.2022;Прикрытие;"АО ""НТС"""
206;55305312;66;66;557;24.07.2022;Слетел трос;АО НТС
207;51563328;72;66;558;25.07.2022;Прикрытие;АО НТС
208;53857082;90;66;558;25.07.2022;Прикрытие;АО НТС
209;50990563;62;60;559;25.07.2022;Прикрытие;нет соб-ка
210;75102822;106;66;559;25.07.2022;Прикрытие;нет соб-ка
211;50993781;62;60;560;26.07.2022;Прикрытие;нет соб-ка
212;50735406;72;66;560;26.07.2022;Прикрытие;нет соб-ка
213;75134072;106;66;560;26.07.2022;Выбита спиральная пружина;ТРАНСОЙЛ
214;50625797;79;66;560;26.07.2022;Слетел трос;АО НТС
215;51698983;72;66;561;26.07.2022;Прикрытие;нет соб-ка
216;51704849;62;66;561;26.07.2022;Прикрытие;нет соб-ка
217;75118927;106;66;562;26.07.2022;Прикрытие;нет соб-ка
218;51473361;62;66;562;26.07.2022;Прикрытие;нет соб-ка
219;50416452;66;66;563;26.07.2022;Прикрытие;нет соб-ка
220;57434896;66;66;563;26.07.2022;Прикрытие;нет соб-ка
221;57398570;66;66;563;26.07.2022;Излом лестницы;ТРАНСОЙЛ
222;56905235;62;60;563;26.07.2022;Несоотв зазоров;"АО ""НТС"""
223;57196784;90;66;563;26.07.2022;Выщербина;"АО ""НТС"""
224;75023564;106;66;564;27.07.2022;Прикрытие;"АО ""НТС"""
225;50334168;66;66;564;27.07.2022;Прикрытие;"АО ""НТС"""
226;51244291;72;66;564;27.07.2022;Тонкий гребень;"АО ""НТС"""
227;55949051;90;66;565;27.07.2022;Прикрытие;ТРАНСОЙЛ
228;57223760;66;66;565;27.07.2022;Прикрытие;ТРАНСОЙЛ
229;50416452;66;66;566;27.07.2022;Прикрытие;нет соб-ка
230;57434896;66;66;566;27.07.2022;Прикрытие;нет соб-ка
231;74909110;101;68;567;28.07.2022;Прикрытие;ТРАНСОЙЛ
232;73222481;90;66;567;28.07.2022;Прикрытие;"АО ""НТС"""
233;57248411;106;66;567;28.07.2022;Нет спиральной пружины;"АО ""НТС"""
234;53952875;66;66;568;28.07.2022;Прикрытие;нет соб-ка
235;51579803;72;65;568;28.07.2022;Прикрытие;РН-Транс
236;57286304;90;66;569;29.07.2022;Прикрытие;"АО ""НТС"""
237;75106948;101;68;569;29.07.2022;Прикрытие;"АО ""НТС"""
238;58646365;92;66;570;29.07.2022;Прикрытие;"АО ""НТС"""
239;75118844;106;66;570;29.07.2022;Прикрытие;
240;53925533;72;66;571;29.07.2022;Прикрытие;нет соб-ка
241;51151777;62;60;571;29.07.2022;Прикрытие;"АО ""НТС"""
242;50665314;66;68;572;30.07.2022;Прикрытие;нет соб-ка
243;54614672;66;66;572;30.07.2022;Прикрытие;НефтеТрансСервис
244;51215085;66;68;572;30.07.2022;нет н/з;АНХК
245;50651959;66;68;572;30.07.2022;нет н/з;ЭКЗА
246;75044768;101;68;572;30.07.2022;нестандартный продукт;"АО ""НТС"""
247;54715016;106;66;572;30.07.2022;нет н/з;ТРАНСОЙЛ
248;51156446;62;68,5;573;30.07.2022;Прикрытие;РНПК
249;51269371;66;66;573;30.07.2022;Прикрытие;НефтеТрансСервис
250;57283616;90;66;573;30.07.2022;Тонкий гребень;ТРАНСОЙЛ
251;58277583;106;66;574;30.07.2022;Прикрытие;"АО ""НТС"""
252;57112278;101;68;574;30.07.2022;Прикрытие;"АО ""НТС"""
253;50747179;82;65;575;31.07.2022;Прикрытие;нет соб-ка
254;50695642;62;65,5;575;31.07.2022;Прикрытие;нет соб-ка
255;51156446;62;68,5;576;31.07.2022;Прикрытие;РНПК
256;51269371;66;66;576;31.07.2022;Прикрытие;НефтеТрансСервис
257;57398570;66;66;576;31.07.2022;Не рабочий парк;ТРАНСОЙЛ
258;75065987;106;66;576;31.07.2022;Тонкий гребень;ТРАНСОЙЛ
259;73962979;66;66;577;01.08.2022;Прикрытие;ТРАНСОИЛ
260;54098454;66;636;577;01.08.2022;Прикрытие;АО НТС
261;56759392;66;66;578;01.08.2022;Прикрытие;АО НТС
262;54880638;66;66;578;01.08.2022;Прикрытие;
263;50786839;79;66;578;01.08.2022;Не оформлен под налив;ТРАНСОЙЛ
264;75060004;66;66;579;01.08.2022;Прикрытие;АО НТС
265;57755399;62;60;579;01.08.2022;Прикрытие;АО НТС
266;51580801;81;65;579;01.08.2022;БРАК ПО ТРОСУ;РН-ТРАНС
1;73962979;66;66;577;01.08.2022;Прикрытие;ТРАНСОЙЛ
2;54098454;66;66;577;01.08.2022;Прикрытие;"АО ""НТС"""
3;56759392;66;66;578;01.08.2022;Прикрытие;"АО ""НТС"""
4;54880638;66;66;578;01.08.2022;Прикрытие;
5;50786839;79;66;578;01.08.2022;заготовка на ст КРЯЖ;ТРАНСОЙЛ
6;75060004;66;66;579;01.08.2022;Прикрытие;АО НТС
7;57755399;62;60;579;01.08.2022;Прикрытие;АО НТС
8;51580801;81;65;579;01.08.2022;БРАК ПО ТРОСУ;РН-ТРАНС
9;57077968;90;66;580;02.08.2022;Прикрытие;"АО ""НТС"""
10;50335413;66;66;580;02.08.2022;Прикрытие;"АО ""НТС"""
11;53925533;72;66;581;02.08.2022;Прикрытие;
12;51269371;66;66;581;02.08.2022;Прикрытие;НефтеТрансСервис
13;53995627;72;66;582;03.08.2022;Прикрытие;нет соб-ка
14;73055329;90;66;582;03.08.2022;Прикрытие;"АО ""НТС"""
15;50438522;90;66;582;03.08.2022;неравномерный прокат;"АО ""НТС"""
16;50623834;66;68;583;03.08.2022;Прикрытие;РН-Транс
17;57283111;66;66;583;03.08.2022;Прикрытие;НефтеТрансСервис
18;50939339;106;66;584;04.08.2022;Прикрытие;ТРАНСОЙЛ
19;73009748;90;66;584;04.08.2022;Прикрытие;"АО ""НТС"""
20;50551159;66;68;584;04.08.2022;Нет акта годности;ТРАНСОЙЛ
21;73023251;90;66;584;04.08.2022;Выбита спиральная пружина;"АО ""НТС"""
22;57304339;106;66;584;04.08.2022;Выбита модернизация буксы;ТРАНСОЙЛ
23;50475920;62;66;585;05.08.2022;Прикрытие;нет соб-ка
24;50922673;67;58;585;05.08.2022;Прикрытие;нет соб-ка
25;57180390;106;66;586;05.08.2022;Прикрытие;"АО ""НТС"""
26;75012518;66;66;586;05.08.2022;Прикрытие;"АО ""НТС"""
27;51269371;66;66;587;05.08.2022;Прикрытие;НефтеТрансСервис
28;73916363;66;66;587;05.08.2022;Прикрытие;ТРАНСОЙЛ
29;57600298;66;66;588;06.08.2022;Прикрытие;
30;54537550;66;66;588;06.08.2022;Прикрытие;НефтеТрансСервис
31;53925475;72;66;589;07.08.2022;Прикрытие;нет соб-ка
32;50695980;62;69;589;07.08.2022;Прикрытие;нет соб-ка
33;51851848;90;66;590;07.08.2022;Прикрытие;"АО ""НТС"""
34;75059782;66;66;590;07.08.2022;Прикрытие;"АО ""НТС"""
35;51739001;86;66;590;07.08.2022;Тонкий гребень;ТРАНСОЙЛ
36;50771807;79;66;591;07.08.2022;Прикрытие;нет соб-ка
37;50773886;81;66;591;07.08.2022;Прикрытие;нет соб-ка
38;50252998;66;68;591;07.08.2022;Раковина боковой рамы;ТРАНСОЙЛ
39;51095818;72;66;591;07.08.2022;Тонкий гребень;"АО ""НТС"""
40;57384760;106;66;591;07.08.2022;Тонкий гребень;"АО ""НТС"""
41;57156036;90;66;591;07.08.2022;ползун;"АО ""НТС"""
42;51717973;72;66;592;08.08.2022;Прикрытие;нет соб-ка
43;53987525;72;66;592;08.08.2022;Прикрытие;нет соб-ка
44;51616761;66;66;593;08.08.2022;Прикрытие;"АО ""НТС"""
45;56713795;66;66;593;08.08.2022;Прикрытие;нет соб-ка
46;75042309;106;66;593;08.08.2022;Заготовка на ст. НКБШ;"АО ""НТС"""
